"actor_name","title","length","filmlen_groups"
"Albert Johansson","Elf Murder",155,"Group 3"
"Albert Johansson","Express Lonely",178,"Group 3"
"Albert Johansson","Fight Jawbreaker",91,"Group 2"
"Albert Johansson","Flamingos Connecticut",80,"Group 2"
"Albert Johansson","Graceland Dynamite",140,"Group 3"
"Albert Johansson","Grosse Wonderful",49,"Group 1"
"Albert Johansson","Harper Dying",52,"Group 1"
"Albert Johansson","Heaven Freedom",48,"Group 1"
"Albert Johansson","Homeward Cider",103,"Group 2"
"Albert Johansson","Honey Ties",84,"Group 2"
"Albert Johansson","League Hellfighters",110,"Group 2"
"Albert Johansson","Lebowski Soldiers",69,"Group 2"
"Albert Johansson","Metal Armageddon",161,"Group 3"
"Albert Johansson","Monsoon Cause",182,"Group 4"
"Albert Johansson","Redemption Comforts",179,"Group 3"
"Albert Johansson","Right Cranes",153,"Group 3"
"Albert Johansson","Road Roxanne",158,"Group 3"
"Albert Johansson","Sweden Shining",176,"Group 3"
"Albert Johansson","Treasure Command",102,"Group 2"
"Albert Johansson","Undefeated Dalmations",107,"Group 2"
"Albert Johansson","Virginian Pluto",164,"Group 3"
"Albert Johansson","Walls Artist",135,"Group 3"
"Albert Johansson","Wedding Apollo",70,"Group 2"
"Albert Johansson","West Lion",159,"Group 3"
"Fay Winslet","Affair Prejudice",117,"Group 2"
"Fay Winslet","Bonnie Holocaust",63,"Group 2"
"Fay Winslet","Center Dinosaur",152,"Group 3"
"Fay Winslet","Chasing Fight",114,"Group 2"
"Fay Winslet","Chisum Behavior",124,"Group 3"
"Fay Winslet","Connection Microcosmos",115,"Group 2"
"Fay Winslet","Dragonfly Strangers",133,"Group 3"
"Fay Winslet","Driver Annie",159,"Group 3"
"Fay Winslet","Expendable Stallion",97,"Group 2"
"Fay Winslet","Eyes Driving",172,"Group 3"
"Fay Winslet","Fatal Haunted",91,"Group 2"
"Fay Winslet","Fever Empire",158,"Group 3"
"Fay Winslet","Firehouse Vietnam",103,"Group 2"
"Fay Winslet","Freaky Pocus",126,"Group 3"
"Fay Winslet","Frost Head",82,"Group 2"
"Fay Winslet","Gaslight Crusade",106,"Group 2"
"Fay Winslet","Hamlet Wisdom",146,"Group 3"
"Fay Winslet","Harper Dying",52,"Group 1"
"Fay Winslet","Haunted Antitrust",76,"Group 2"
"Fay Winslet","Heaven Freedom",48,"Group 1"
"Fay Winslet","Hoosiers Birdcage",176,"Group 3"
"Fay Winslet","Hurricane Affair",49,"Group 1"
"Fay Winslet","Lambs Cincinatti",144,"Group 3"
"Fay Winslet","Malkovich Pet",159,"Group 3"
"Fay Winslet","Massacre Usual",165,"Group 3"
"Fay Winslet","Oz Liaisons",85,"Group 2"
"Fay Winslet","Polish Brooklyn",61,"Group 2"
"Fay Winslet","Quills Bull",112,"Group 2"
"Fay Winslet","Sundance Invasion",92,"Group 2"
"Fay Winslet","War Notting",80,"Group 2"
"Fay Winslet","Words Hunter",116,"Group 2"
"Emily Dee","Anonymous Human",179,"Group 3"
"Emily Dee","Basic Easy",90,"Group 2"
"Emily Dee","Chamber Italian",117,"Group 2"
"Emily Dee","Christmas Moonshine",150,"Group 3"
"Emily Dee","Destiny Saturday",56,"Group 1"
"Emily Dee","Fugitive Maguire",83,"Group 2"
"Emily Dee","Gone Trouble",84,"Group 2"
"Emily Dee","Hollow Jeopardy",136,"Group 3"
"Emily Dee","Invasion Cyclone",97,"Group 2"
"Emily Dee","October Submarine",54,"Group 1"
"Emily Dee","Rebel Airport",73,"Group 2"
"Emily Dee","Scarface Bang",102,"Group 2"
"Emily Dee","Sea Virgin",80,"Group 2"
"Emily Dee","Shrek License",154,"Group 3"
"Russell Temple","Bang Kwai",87,"Group 2"
"Russell Temple","Bill Others",93,"Group 2"
"Russell Temple","Breakfast Goldfinger",123,"Group 3"
"Russell Temple","Canyon Stock",85,"Group 2"
"Russell Temple","Chasing Fight",114,"Group 2"
"Russell Temple","Chitty Lock",107,"Group 2"
"Russell Temple","Citizen Shrek",165,"Group 3"
"Russell Temple","Closer Bang",58,"Group 1"
"Russell Temple","Comforts Rush",76,"Group 2"
"Russell Temple","Connection Microcosmos",115,"Group 2"
"Russell Temple","Crazy Home",136,"Group 3"
"Russell Temple","Crossroads Casualties",153,"Group 3"
"Russell Temple","Frogmen Breaking",111,"Group 2"
"Russell Temple","Ghost Groundhog",85,"Group 2"
"Russell Temple","Glory Tracy",115,"Group 2"
"Russell Temple","Gold River",154,"Group 3"
"Russell Temple","Indian Love",135,"Group 3"
"Russell Temple","Novocaine Flight",64,"Group 2"
"Russell Temple","Pelican Comforts",48,"Group 1"
"Russell Temple","Platoon Instinct",132,"Group 3"
"Russell Temple","Santa Paris",154,"Group 3"
"Russell Temple","Shakespeare Saddle",60,NULL
"Russell Temple","Slums Duck",147,"Group 3"
"Russell Temple","Smile Earring",60,NULL
"Russell Temple","Towers Hurricane",144,"Group 3"
"Russell Temple","Trainspotting Strangers",132,"Group 3"
"Russell Temple","Troopers Metal",115,"Group 2"
"Russell Temple","Uncut Suicides",172,"Group 3"
"Russell Temple","Vision Torque",59,"Group 1"
"Russell Temple","Volcano Texas",157,"Group 3"
"Russell Temple","Wrath Mile",176,"Group 3"
"Jayne Nolte","Anaconda Confessions",92,"Group 2"
"Jayne Nolte","Bedazzled Married",73,"Group 2"
"Jayne Nolte","Bird Independence",163,"Group 3"
"Jayne Nolte","Braveheart Human",176,"Group 3"
"Jayne Nolte","Bull Shawshank",125,"Group 3"
"Jayne Nolte","Comancheros Enemy",67,"Group 2"
"Jayne Nolte","Creepers Kane",172,"Group 3"
"Jayne Nolte","Dancing Fever",144,"Group 3"
"Jayne Nolte","Disciple Mother",141,"Group 3"
"Jayne Nolte","Earth Vision",85,"Group 2"
"Jayne Nolte","English Bulworth",51,"Group 1"
"Jayne Nolte","Feathers Metal",104,"Group 2"
"Jayne Nolte","Gump Date",53,"Group 1"
"Jayne Nolte","Horn Working",95,"Group 2"
"Jayne Nolte","Hysterical Grail",150,"Group 3"
"Jayne Nolte","Ice Crossing",131,"Group 3"
"Jayne Nolte","Invasion Cyclone",97,"Group 2"
"Jayne Nolte","Lambs Cincinatti",144,"Group 3"
"Jayne Nolte","Lust Lock",52,"Group 1"
"Jayne Nolte","Maiden Home",138,"Group 3"
"Jayne Nolte","Notorious Reunion",128,"Group 3"
"Jayne Nolte","Outfield Massacre",129,"Group 3"
"Jayne Nolte","Perfect Groove",82,"Group 2"
"Jayne Nolte","Primary Glass",53,"Group 1"
"Jayne Nolte","Reunion Witches",63,"Group 2"
"Jayne Nolte","Secretary Rouge",158,"Group 3"
"Jayne Nolte","Strangers Graffiti",119,"Group 2"
"Jayne Nolte","Sweethearts Suspects",108,"Group 2"
"Jayne Nolte","Telemark Heartbreakers",152,"Group 3"
"Jayne Nolte","Thief Pelican",135,"Group 3"
"Jayne Nolte","Ties Hunger",111,"Group 2"
"Jayne Nolte","Titanic Boondock",104,"Group 2"
"Jayne Nolte","Wait Cider",112,"Group 2"
"Jayne Nolte","Wasteland Divine",85,"Group 2"
"Geoffrey Heston","Center Dinosaur",152,"Group 3"
"Geoffrey Heston","Chinatown Gladiator",61,"Group 2"
"Geoffrey Heston","Coma Head",109,"Group 2"
"Geoffrey Heston","Command Darling",120,NULL
"Geoffrey Heston","Dazed Punk",120,NULL
"Geoffrey Heston","Dirty Ace",147,"Group 3"
"Geoffrey Heston","Fugitive Maguire",83,"Group 2"
"Geoffrey Heston","Goldmine Tycoon",153,"Group 3"
"Geoffrey Heston","Gorgeous Bingo",108,"Group 2"
"Geoffrey Heston","Grit Clockwork",137,"Group 3"
"Geoffrey Heston","Igby Maker",160,"Group 3"
"Geoffrey Heston","Instinct Airport",116,"Group 2"
"Geoffrey Heston","Jeopardy Encino",102,"Group 2"
"Geoffrey Heston","Kissing Dolls",141,"Group 3"
"Geoffrey Heston","Lola Agent",85,"Group 2"
"Geoffrey Heston","Luck Opus",152,"Group 3"
"Geoffrey Heston","Mermaid Insects",104,"Group 2"
"Geoffrey Heston","Midnight Westward",86,"Group 2"
"Geoffrey Heston","Odds Boogie",48,"Group 1"
"Geoffrey Heston","Paris Weekend",121,"Group 3"
"Geoffrey Heston","Patton Interview",175,"Group 3"
"Geoffrey Heston","Punk Divorce",100,"Group 2"
"Geoffrey Heston","Telemark Heartbreakers",152,"Group 3"
"Geoffrey Heston","Titanic Boondock",104,"Group 2"
"Geoffrey Heston","Tomorrow Hustler",142,"Group 3"
"Geoffrey Heston","Working Microcosmos",74,"Group 2"
"Ben Harris","Bear Graceland",160,"Group 3"
"Ben Harris","Citizen Shrek",165,"Group 3"
"Ben Harris","Dazed Punk",120,NULL
"Ben Harris","Dozen Lion",177,"Group 3"
"Ben Harris","Firehouse Vietnam",103,"Group 2"
"Ben Harris","Frankenstein Stranger",159,"Group 3"
"Ben Harris","Japanese Run",135,"Group 3"
"Ben Harris","Jason Trap",130,"Group 3"
"Ben Harris","Million Ace",142,"Group 3"
"Ben Harris","Muppet Mile",50,"Group 1"
"Ben Harris","Musketeers Wait",73,"Group 2"
"Ben Harris","Nash Chocolat",180,NULL
"Ben Harris","Pet Haunting",99,"Group 2"
"Ben Harris","Pinocchio Simon",103,"Group 2"
"Ben Harris","Rider Caddyshack",177,"Group 3"
"Ben Harris","Scarface Bang",102,"Group 2"
"Ben Harris","Sorority Queen",184,"Group 4"
"Ben Harris","Sting Personal",93,"Group 2"
"Ben Harris","Timberland Sky",69,"Group 2"
"Ben Harris","Tourist Pelican",152,"Group 3"
"Ben Harris","Uprising Uptown",174,"Group 3"
"Ben Harris","Waterfront Deliverance",61,"Group 2"
"Ben Harris","Werewolf Lola",79,"Group 2"
"Minnie Kilmer","Baby Hall",153,"Group 3"
"Minnie Kilmer","Beethoven Exorcist",151,"Group 3"
"Minnie Kilmer","Chaplin License",146,"Group 3"
"Minnie Kilmer","Conspiracy Spirit",184,"Group 4"
"Minnie Kilmer","Daisy Menagerie",84,"Group 2"
"Minnie Kilmer","Dinosaur Secretary",63,"Group 2"
"Minnie Kilmer","Hustler Party",83,"Group 2"
"Minnie Kilmer","Jason Trap",130,"Group 3"
"Minnie Kilmer","Jeepers Wedding",84,"Group 2"
"Minnie Kilmer","Jet Neighbors",59,"Group 1"
"Minnie Kilmer","Lovely Jingle",65,"Group 2"
"Minnie Kilmer","North Tequila",67,"Group 2"
"Minnie Kilmer","Rings Heartbreakers",58,"Group 1"
"Minnie Kilmer","Saddle Antitrust",80,"Group 2"
"Minnie Kilmer","Savannah Town",84,"Group 2"
"Minnie Kilmer","Soldiers Evolution",185,"Group 4"
"Minnie Kilmer","Stock Glass",160,"Group 3"
"Minnie Kilmer","Tycoon Gathering",82,"Group 2"
"Minnie Kilmer","Velvet Terminator",173,"Group 3"
"Minnie Kilmer","Worker Tarzan",139,"Group 3"
"Meryl Gibson","Anonymous Human",179,"Group 3"
"Meryl Gibson","Caddyshack Jedi",52,"Group 1"
"Meryl Gibson","Chicago North",185,"Group 4"
"Meryl Gibson","Clones Pinocchio",124,"Group 3"
"Meryl Gibson","Comforts Rush",76,"Group 2"
"Meryl Gibson","Command Darling",120,NULL
"Meryl Gibson","Crossroads Casualties",153,"Group 3"
"Meryl Gibson","Dares Pluto",89,"Group 2"
"Meryl Gibson","Egg Igby",67,"Group 2"
"Meryl Gibson","Element Freddy",115,"Group 2"
"Meryl Gibson","Encounters Curtain",92,"Group 2"
"Meryl Gibson","Factory Dragon",144,"Group 3"
"Meryl Gibson","Fight Jawbreaker",91,"Group 2"
"Meryl Gibson","Hanging Deep",62,"Group 2"
"Meryl Gibson","Happiness United",100,"Group 2"
"Meryl Gibson","Holiday Games",78,"Group 2"
"Meryl Gibson","Hunger Roof",105,"Group 2"
"Meryl Gibson","Intrigue Worst",181,"Group 4"
"Meryl Gibson","Jade Bunch",174,"Group 3"
"Meryl Gibson","Juggler Hardly",54,"Group 1"
"Meryl Gibson","Model Fish",175,"Group 3"
"Meryl Gibson","Mourning Purple",146,"Group 3"
"Meryl Gibson","Pinocchio Simon",103,"Group 2"
"Meryl Gibson","Princess Giant",71,"Group 2"
"Meryl Gibson","Sky Miracle",132,"Group 3"
"Meryl Gibson","State Wasteland",113,"Group 2"
"Meryl Gibson","Wake Jaws",73,"Group 2"
"Meryl Gibson","Worker Tarzan",139,"Group 3"
"Ian Tandy","Amelie Hellfighters",79,"Group 2"
"Ian Tandy","Berets Agent",77,"Group 2"
"Ian Tandy","Catch Amistad",183,"Group 4"
"Ian Tandy","Citizen Shrek",165,"Group 3"
"Ian Tandy","Deer Virginian",106,"Group 2"
"Ian Tandy","Dracula Crystal",176,"Group 3"
"Ian Tandy","Fantasy Troopers",58,"Group 1"
"Ian Tandy","Fiddler Lost",75,"Group 2"
"Ian Tandy","Gladiator Westward",173,"Group 3"
"Ian Tandy","Gleaming Jawbreaker",89,"Group 2"
"Ian Tandy","Groove Fiction",111,"Group 2"
"Ian Tandy","Gun Bonnie",100,"Group 2"
"Ian Tandy","Hawk Chill",47,"Group 1"
"Ian Tandy","Homeward Cider",103,"Group 2"
"Ian Tandy","Informer Double",74,"Group 2"
"Ian Tandy","Leathernecks Dwarfs",153,"Group 3"
"Ian Tandy","Mixed Doors",180,NULL
"Ian Tandy","Money Harold",135,"Group 3"
"Ian Tandy","Notting Speakeasy",48,"Group 1"
"Ian Tandy","Polish Brooklyn",61,"Group 2"
"Ian Tandy","Sagebrush Clueless",106,"Group 2"
"Ian Tandy","Scarface Bang",102,"Group 2"
"Ian Tandy","Shawshank Bubble",80,"Group 2"
"Ian Tandy","Storm Happiness",57,"Group 1"
"Ian Tandy","Texas Watch",179,"Group 3"
"Ian Tandy","Tights Dawn",172,"Group 3"
"Ian Tandy","Videotape Arsenic",145,"Group 3"
"Ian Tandy","Wedding Apollo",70,"Group 2"
"Ian Tandy","Words Hunter",116,"Group 2"
"Ian Tandy","Youth Kick",179,"Group 3"
"Ian Tandy","Zorro Ark",50,"Group 1"
"Fay Wood","Bang Kwai",87,"Group 2"
"Fay Wood","Cleopatra Devil",150,"Group 3"
"Fay Wood","Crystal Breaking",184,"Group 4"
"Fay Wood","Dorado Notting",139,"Group 3"
"Fay Wood","Dumbo Lust",119,"Group 2"
"Fay Wood","Durham Panky",154,"Group 3"
"Fay Wood","English Bulworth",51,"Group 1"
"Fay Wood","Extraordinary Conquerer",122,"Group 3"
"Fay Wood","Family Sweet",155,"Group 3"
"Fay Wood","Gangs Pride",185,"Group 4"
"Fay Wood","Greedy Roots",166,"Group 3"
"Fay Wood","Idaho Love",172,"Group 3"
"Fay Wood","Insider Arizona",78,"Group 2"
"Fay Wood","Intrigue Worst",181,"Group 4"
"Fay Wood","Kwai Homeward",46,"Group 1"
"Fay Wood","Liaisons Sweet",140,"Group 3"
"Fay Wood","Monterey Labyrinth",158,"Group 3"
"Fay Wood","Outbreak Divine",169,"Group 3"
"Fay Wood","Purple Movie",88,"Group 2"
"Fay Wood","Rushmore Mermaid",150,"Group 3"
"Fay Wood","Seattle Expecations",110,"Group 2"
"Fay Wood","Steers Armageddon",140,"Group 3"
"Greta Malden","Aladdin Calendar",63,"Group 2"
"Greta Malden","Analyze Hoosiers",181,"Group 4"
"Greta Malden","Arabia Dogma",62,"Group 2"
"Greta Malden","Carrie Bunch",114,"Group 2"
"Greta Malden","Closer Bang",58,"Group 1"
"Greta Malden","Conversation Downhill",112,"Group 2"
"Greta Malden","Darko Dorado",130,"Group 3"
"Greta Malden","Dazed Punk",120,NULL
"Greta Malden","Evolution Alter",174,"Group 3"
"Greta Malden","Fantasy Troopers",58,"Group 1"
"Greta Malden","Flash Wars",123,"Group 3"
"Greta Malden","Flying Hook",69,"Group 2"
"Greta Malden","Gentlemen Stage",125,"Group 3"
"Greta Malden","Hardly Robbers",72,"Group 2"
"Greta Malden","Haunting Pianist",181,"Group 4"
"Greta Malden","Hoosiers Birdcage",176,"Group 3"
"Greta Malden","Kick Savannah",179,"Group 3"
"Greta Malden","Love Suicides",181,"Group 4"
"Greta Malden","Microcosmos Paradise",105,"Group 2"
"Greta Malden","Midnight Westward",86,"Group 2"
"Greta Malden","Mulan Moon",160,"Group 3"
"Greta Malden","National Story",92,"Group 2"
"Greta Malden","Order Betrayed",120,NULL
"Greta Malden","Past Suicides",157,"Group 3"
"Greta Malden","Pride Alamo",114,"Group 2"
"Greta Malden","Rainbow Shock",74,"Group 2"
"Greta Malden","Sky Miracle",132,"Group 3"
"Greta Malden","Spy Mile",112,"Group 2"
"Greta Malden","Tadpole Park",155,"Group 3"
"Greta Malden","Troopers Metal",115,"Group 2"
"Greta Malden","Weekend Personal",134,"Group 3"
"Greta Malden","Wife Turn",183,"Group 4"
"Vivien Basinger","Apocalypse Flamingos",119,"Group 2"
"Vivien Basinger","Baby Hall",153,"Group 3"
"Vivien Basinger","Beethoven Exorcist",151,"Group 3"
"Vivien Basinger","Beneath Rush",53,"Group 1"
"Vivien Basinger","Bubble Grosse",60,NULL
"Vivien Basinger","Carol Texas",151,"Group 3"
"Vivien Basinger","Connecticut Tramp",172,"Group 3"
"Vivien Basinger","Connection Microcosmos",115,"Group 2"
"Vivien Basinger","Crazy Home",136,"Group 3"
"Vivien Basinger","Dawn Pond",57,"Group 1"
"Vivien Basinger","Donnie Alley",125,"Group 3"
"Vivien Basinger","Exorcist Sting",167,"Group 3"
"Vivien Basinger","House Dynamite",109,"Group 2"
"Vivien Basinger","Jacket Frisco",181,"Group 4"
"Vivien Basinger","Jericho Mulan",171,"Group 3"
"Vivien Basinger","Loser Hustler",80,"Group 2"
"Vivien Basinger","Mallrats United",133,"Group 3"
"Vivien Basinger","Minority Kiss",59,"Group 1"
"Vivien Basinger","Moulin Wake",79,"Group 2"
"Vivien Basinger","National Story",92,"Group 2"
"Vivien Basinger","Noon Papi",57,"Group 1"
"Vivien Basinger","Open African",131,"Group 3"
"Vivien Basinger","Simon North",51,"Group 1"
"Vivien Basinger","Smoking Barbarella",50,"Group 1"
"Vivien Basinger","Spartacus Cheaper",52,"Group 1"
"Vivien Basinger","Spirit Flintstones",149,"Group 3"
"Vivien Basinger","Stampede Disturbing",75,"Group 2"
"Vivien Basinger","Suspects Quills",47,"Group 1"
"Vivien Basinger","Telegraph Voyage",148,"Group 3"
"Vivien Basinger","Telemark Heartbreakers",152,"Group 3"
"Vivien Basinger","Tomatoes Hellfighters",68,"Group 2"
"Vivien Basinger","Tootsie Pilot",157,"Group 3"
"Vivien Basinger","Weekend Personal",134,"Group 3"
"Vivien Basinger","Werewolf Lola",79,"Group 2"
"Vivien Basinger","World Leathernecks",171,"Group 3"
"Laura Brody","Amelie Hellfighters",79,"Group 2"
"Laura Brody","Blood Argonauts",71,"Group 2"
"Laura Brody","Cat Coneheads",112,"Group 2"
"Laura Brody","Cranes Reservoir",57,"Group 1"
"Laura Brody","Dancing Fever",144,"Group 3"
"Laura Brody","Dares Pluto",89,"Group 2"
"Laura Brody","Desire Alien",76,"Group 2"
"Laura Brody","Dozen Lion",177,"Group 3"
"Laura Brody","Fugitive Maguire",83,"Group 2"
"Laura Brody","Full Flatliners",94,"Group 2"
"Laura Brody","Fury Murder",178,"Group 3"
"Laura Brody","Godfather Diary",73,"Group 2"
"Laura Brody","Hobbit Alien",157,"Group 3"
"Laura Brody","Magnolia Forrester",171,"Group 3"
"Laura Brody","Mask Peach",123,"Group 3"
"Laura Brody","Motions Details",166,"Group 3"
"Laura Brody","Pet Haunting",99,"Group 2"
"Laura Brody","Pinocchio Simon",103,"Group 2"
"Laura Brody","Shanghai Tycoon",47,"Group 1"
"Laura Brody","Shock Cabin",79,"Group 2"
"Laura Brody","Sinners Atlantis",126,"Group 3"
"Laura Brody","Sky Miracle",132,"Group 3"
"Laura Brody","Something Duck",180,NULL
"Laura Brody","Tarzan Videotape",91,"Group 2"
"Laura Brody","Translation Summer",168,"Group 3"
"Laura Brody","Wisdom Worker",98,"Group 2"
"Chris Depp","Ace Goldfinger",48,"Group 1"
"Chris Depp","Alone Trip",82,"Group 2"
"Chris Depp","Atlantis Cause",170,"Group 3"
"Chris Depp","Doom Dancing",68,"Group 2"
"Chris Depp","Eagles Panky",140,"Group 3"
"Chris Depp","Egypt Tenenbaums",85,"Group 2"
"Chris Depp","Gone Trouble",84,"Group 2"
"Chris Depp","Impossible Prejudice",103,"Group 2"
"Chris Depp","Iron Moon",46,"Group 1"
"Chris Depp","Jerk Paycheck",172,"Group 3"
"Chris Depp","Minds Truman",149,"Group 3"
"Chris Depp","Party Knock",107,"Group 2"
"Chris Depp","Sabrina Midnight",99,"Group 2"
"Chris Depp","Scalawag Duck",183,"Group 4"
"Chris Depp","School Jacket",151,"Group 3"
"Chris Depp","Side Ark",52,"Group 1"
"Chris Depp","Speed Suit",124,"Group 3"
"Chris Depp","Tequila Past",53,"Group 1"
"Chris Depp","Volume House",132,"Group 3"
"Chris Depp","Wake Jaws",73,"Group 2"
"Harvey Hope","Atlantis Cause",170,"Group 3"
"Harvey Hope","Beach Heartbreakers",122,"Group 3"
"Harvey Hope","Borrowers Bedazzled",63,"Group 2"
"Harvey Hope","Boulevard Mob",63,"Group 2"
"Harvey Hope","Caribbean Liberty",92,"Group 2"
"Harvey Hope","Crazy Home",136,"Group 3"
"Harvey Hope","Downhill Enough",47,"Group 1"
"Harvey Hope","Earring Instinct",98,"Group 2"
"Harvey Hope","Encino Elf",143,"Group 3"
"Harvey Hope","Frontier Cabin",183,"Group 4"
"Harvey Hope","Gentlemen Stage",125,"Group 3"
"Harvey Hope","Harold French",168,"Group 3"
"Harvey Hope","Hellfighters Sierra",75,"Group 2"
"Harvey Hope","Holy Tadpole",88,"Group 2"
"Harvey Hope","Iron Moon",46,"Group 1"
"Harvey Hope","Lock Rear",120,NULL
"Harvey Hope","Model Fish",175,"Group 3"
"Harvey Hope","Oscar Gold",115,"Group 2"
"Harvey Hope","Panic Club",102,"Group 2"
"Harvey Hope","Panther Reds",109,"Group 2"
"Harvey Hope","Pearl Destiny",74,"Group 2"
"Harvey Hope","Pizza Jumanji",173,"Group 3"
"Harvey Hope","Random Go",73,"Group 2"
"Harvey Hope","Rules Human",153,"Group 3"
"Harvey Hope","Sleuth Orient",87,"Group 2"
"Harvey Hope","Speakeasy Date",165,"Group 3"
"Harvey Hope","Story Side",163,"Group 3"
"Harvey Hope","Telemark Heartbreakers",152,"Group 3"
"Harvey Hope","Unbreakable Karate",62,"Group 2"
"Harvey Hope","Uncut Suicides",172,"Group 3"
"Harvey Hope","Unforgiven Zoolander",129,"Group 3"
"Harvey Hope","Uprising Uptown",174,"Group 3"
"Oprah Kilmer","Academy Dinosaur",86,"Group 2"
"Oprah Kilmer","Affair Prejudice",117,"Group 2"
"Oprah Kilmer","Airplane Sierra",62,"Group 2"
"Oprah Kilmer","Alter Victory",57,"Group 1"
"Oprah Kilmer","Anthem Luke",91,"Group 2"
"Oprah Kilmer","Apocalypse Flamingos",119,"Group 2"
"Oprah Kilmer","Apollo Teen",153,"Group 3"
"Oprah Kilmer","Arsenic Independence",137,"Group 3"
"Oprah Kilmer","Bonnie Holocaust",63,"Group 2"
"Oprah Kilmer","Carol Texas",151,"Group 3"
"Oprah Kilmer","Coast Rainbow",55,"Group 1"
"Oprah Kilmer","Egg Igby",67,"Group 2"
"Oprah Kilmer","Elizabeth Shane",152,"Group 3"
"Oprah Kilmer","Heartbreakers Bright",59,"Group 1"
"Oprah Kilmer","Heaven Freedom",48,"Group 1"
"Oprah Kilmer","High Encino",84,"Group 2"
"Oprah Kilmer","Kiss Glory",163,"Group 3"
"Oprah Kilmer","Midnight Westward",86,"Group 2"
"Oprah Kilmer","Mussolini Spoilers",180,NULL
"Oprah Kilmer","Oleander Clue",161,"Group 3"
"Oprah Kilmer","Park Citizen",109,"Group 2"
"Oprah Kilmer","Shepherd Midsummer",113,"Group 2"
"Oprah Kilmer","Steers Armageddon",140,"Group 3"
"Oprah Kilmer","Treasure Command",102,"Group 2"
"Oprah Kilmer","Werewolf Lola",79,"Group 2"
"Christopher West","Anything Savannah",82,"Group 2"
"Christopher West","Attraction Newton",83,"Group 2"
"Christopher West","Color Philadelphia",149,"Group 3"
"Christopher West","Conspiracy Spirit",184,"Group 4"
"Christopher West","Dogma Family",122,"Group 3"
"Christopher West","Ending Crowds",85,"Group 2"
"Christopher West","Fantasy Troopers",58,"Group 1"
"Christopher West","Fargo Gandhi",130,"Group 3"
"Christopher West","Fellowship Autumn",77,"Group 2"
"Christopher West","Hamlet Wisdom",146,"Group 3"
"Christopher West","Heartbreakers Bright",59,"Group 1"
"Christopher West","Horror Reign",139,"Group 3"
"Christopher West","Hustler Party",83,"Group 2"
"Christopher West","Life Twisted",137,"Group 3"
"Christopher West","Records Zorro",182,"Group 4"
"Christopher West","Shawshank Bubble",80,"Group 2"
"Christopher West","Splendor Patton",134,"Group 3"
"Christopher West","Temple Attraction",71,"Group 2"
"Christopher West","Timberland Sky",69,"Group 2"
"Christopher West","Vision Torque",59,"Group 1"
"Christopher West","Young Language",183,"Group 4"
"Humphrey Willis","Alien Center",46,"Group 1"
"Humphrey Willis","Anaconda Confessions",92,"Group 2"
"Humphrey Willis","Chocolate Duck",132,"Group 3"
"Humphrey Willis","Comforts Rush",76,"Group 2"
"Humphrey Willis","Dream Pickup",135,"Group 3"
"Humphrey Willis","Flintstones Happiness",148,"Group 3"
"Humphrey Willis","Games Bowfinger",119,"Group 2"
"Humphrey Willis","Goldmine Tycoon",153,"Group 3"
"Humphrey Willis","Hoosiers Birdcage",176,"Group 3"
"Humphrey Willis","Idaho Love",172,"Group 3"
"Humphrey Willis","Iron Moon",46,"Group 1"
"Humphrey Willis","Madness Attacks",178,"Group 3"
"Humphrey Willis","Music Boondock",129,"Group 3"
"Humphrey Willis","Mystic Truman",92,"Group 2"
"Humphrey Willis","Personal Ladybugs",118,"Group 2"
"Humphrey Willis","Pirates Roxanne",100,"Group 2"
"Humphrey Willis","Princess Giant",71,"Group 2"
"Humphrey Willis","Sister Freddy",152,"Group 3"
"Humphrey Willis","Sons Interview",184,"Group 4"
"Humphrey Willis","Splash Gump",175,"Group 3"
"Humphrey Willis","Spoilers Hellfighters",151,"Group 3"
"Humphrey Willis","Straight Hours",151,"Group 3"
"Humphrey Willis","Terminator Club",88,"Group 2"
"Humphrey Willis","Trap Guys",110,"Group 2"
"Humphrey Willis","War Notting",80,"Group 2"
"Humphrey Willis","Wonderful Drop",126,"Group 3"
"Al Garland","Bill Others",93,"Group 2"
"Al Garland","Breakfast Goldfinger",123,"Group 3"
"Al Garland","Chitty Lock",107,"Group 2"
"Al Garland","Dalmations Sweden",106,"Group 2"
"Al Garland","Drifter Commandments",61,"Group 2"
"Al Garland","Enough Raging",158,"Group 3"
"Al Garland","Glass Dying",103,"Group 2"
"Al Garland","Grail Frankenstein",85,"Group 2"
"Al Garland","Handicap Boondock",108,"Group 2"
"Al Garland","Holiday Games",78,"Group 2"
"Al Garland","House Dynamite",109,"Group 2"
"Al Garland","Jacket Frisco",181,"Group 4"
"Al Garland","Muppet Mile",50,"Group 1"
"Al Garland","Oscar Gold",115,"Group 2"
"Al Garland","Park Citizen",109,"Group 2"
"Al Garland","Potter Connecticut",115,"Group 2"
"Al Garland","Rock Instinct",102,"Group 2"
"Al Garland","Sense Greek",54,"Group 1"
"Al Garland","Silverado Goldfinger",74,"Group 2"
"Al Garland","Sleuth Orient",87,"Group 2"
"Al Garland","Slipper Fidelity",156,"Group 3"
"Al Garland","Splash Gump",175,"Group 3"
"Al Garland","Splendor Patton",134,"Group 3"
"Al Garland","Vision Torque",59,"Group 1"
"Al Garland","Voice Peach",139,"Group 3"
"Al Garland","Wasteland Divine",85,"Group 2"
"Nick Degeneres","Angels Life",74,"Group 2"
